Old profile URL,New profile URL,Pick,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/marketing-executive,338,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/environmental-health-officer,339,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/shelf-filler,341,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/warehouse-worker,341,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/bookkeeper,342,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/dry-cleaner,342,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/tailor,342,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/anaesthetist,345,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/bodyguard,345,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/emergency-medical-dispatcher,345,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/social-worker,346,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/mechanical-engineer,347,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/practice-nurse,347,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/health-and-safety-adviser,348,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/motor-mechanic,348,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/recruitment-consultant,348,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/plastics-process-worker,350,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/postman-or-postwoman,351,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/refrigeration-and-air-conditioning-installer,351,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/toolmaker,351,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/town-planning-assistant,353,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/beauty-consultant,355,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/architectural-technologist,356,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/fashion-designer,357,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/welder,357,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/gp-practice-manager,358,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/occupational-health-nurse,358,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/purchasing-manager,358,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/scenes-of-crime-officer,358,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/tv-or-film-director,358,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/network-engineer,359,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/plasterer,360,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/signalling-technician,360,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/wedding-planner,360,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/travel-agent,361,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/train-conductor,362,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/animal-care-worker,363,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/web-editor,363,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/hairdressing-salon-manager,364,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/rail-engineering-technician,368,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/refuse-collector,370,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/private-investigator,371,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/credit-manager,373,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/events-manager,373,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/machine-printer,373,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/blacksmith,374,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/bailiff,378,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/cinema-or-theatre-attendant,378,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/management-consultant,378,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/airport-baggage-handler,379,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/vet,379,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/computer-games-developer,380,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/care-worker,382,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/physiotherapy-assistant,383,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/ambulance-care-assistant,385,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/art-therapist,385,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/forklift-driver,385,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/garment-technologist,385,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/road-worker,385,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/soldier,388,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/animator,389,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/pipe-fitter,389,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/chimney-sweep,390,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/counsellor,390,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/library-assistant,390,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/occupational-therapist,391,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/nanny,393,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/personal-trainer,393,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/forestry-worker,396,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/housekeeper,399,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/nursery-manager,399,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/dentist,400,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/pharmacy-assistant,400,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/dietitian,403,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/car-valet,404,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/telesales-executive,405,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/assembler,406,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/design-and-development-engineer,406,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/driving-instructor,410,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/nutritionist,410,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/software-developer,411,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/proofreader,413,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/radiographer,415,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/business-project-manager,416,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/upholsterer,416,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/graphic-designer,417,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/tax-adviser,417,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/clinical-psychologist,418,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/gp,418,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/life-coach,418,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/pensions-administrator,419,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/headteacher,422,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/dental-therapist,423,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/public-relations-officer,424,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/social-work-assistant,425,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/carpenter,426,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/teaching-assistant,426,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/biochemist,428,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/bookmaker,428,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/paramedic,428,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/learning-mentor,430,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/betting-shop-cashier,432,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/florist,432,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/actuary,433,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/chemical-engineer,434,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/civil-enforcement-officer,434,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/school-crossing-patrol,434,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/diver,435,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/garage-manager,436,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/pharmacist,439,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/probation-officer,439,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/credit-controller,440,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/foundry-mould-maker,440,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/financial-adviser,442,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/rspca-inspector,442,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/electronics-engineer,443,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/healthcare-assistant,443,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/highways-cleaner,443,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/marine-engineer,443,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/district-nurse,444,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/zookeeper,446,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/train-driver,447,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/laboratory-technician,452,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/web-developer,452,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/rail-track-maintenance-worker,453,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/network-manager,456,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/border-force-officer,457,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/zoologist,458,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/tv-presenter,460,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/fashion-model,461,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/football-coach,463,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/health-visitor,468,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/land-surveyor,468,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/nail-technician,468,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/studio-sound-engineer,469,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/quantity-surveyor,470,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/probation-services-officer,471,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/air-cabin-crew,473,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/cad-technician,473,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/mental-health-nurse,475,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/sexual-health-adviser,477,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/baker,479,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/estimator,481,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/medical-secretary,481,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/childminder,482,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/admin-assistant,485,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/call-centre-operator,485,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/market-researcher,485,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/sales-assistant,485,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/sales-supervisor,485,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/health-service-manager,486,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/religious-leader,486,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/hospital-porter,488,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/supply-chain-manager,488,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/fish-frier,489,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/bricklayer,490,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/construction-plant-operator,490,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/estate-agent,490,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/archaeologist,491,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/wine-merchant,492,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/further-education-lecturer,493,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/immigration-officer,495,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/roofing-labourer,495,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/prison-governor,496,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/car-rental-agent,497,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/school-lunchtime-supervisor,498,,,,,
,https://careers.sit.sfa.bis.gov.uk/job-profiles/agricultural-contractor,500,,,,,
